Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;ERICSSON;RAN_5G;PM;;NRNODE;NSA_PKTLOSS_PDCP_NR_5GENDC_5GLEG_NUM;NSA_PKTLOSS_PDCP_NR_5GENDC_5GLEG_NUM;;;;;;;;;;;;;;;;no;SUM(IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_1,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_2,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_3,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_4,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_5,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_6,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_7,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_8,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDLDISC5QI_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTTRANSDLDISCQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTTRANSDLDISCQOS_9,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_1,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_2,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_3,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_4,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_5,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_6,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_7,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_8,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLDISCQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_9,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_1,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_1,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_2,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_2,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_3,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_3,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_4,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_4,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_5,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_5,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_6,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_6,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_7,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_7,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_8,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_8,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_9,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_9,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_1,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_2,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_3,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_4,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_5,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_6,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_7,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_8,0)-IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_9,0));;;;PM_S1ULINK_V_T,PM_RPUSERPLANELINK_V_T_INTERNAL,PM_RPUSERPLANELINK_V_T_EXTERNAL,PM_X2UTERMINATION_V;;;
WIRELESS;MEX;ERICSSON;RAN_5G;PM;;NRNODE;NSA_PKTLOSS_PDCP_NR_5GENDC_5GLEG_DEN;NSA_PKTLOSS_PDCP_NR_5GENDC_5GLEG_DEN;;;;;;;;;;;;;;;;no;(SUM(IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_1,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_2,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_3,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_4,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_5,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_6,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_7,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_8,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTRECDL5QI_9,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_1,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_2,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_3,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_4,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_5,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_6,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_7,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_8,0)+IFNULL(PM_X2UTERMINATION_V.PMPDCPPKTFWDRECDLQOS_9,0))+2*(SUM(IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTRECULQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTRECULQOS_9,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_1,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_1,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_2,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_2,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_3,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_3,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_4,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_4,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_5,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_5,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_6,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_6,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_7,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_7,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_8,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_8,0)-IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTODISCQOS_9,0)-IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTODISCQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULTOQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULTOQOS_9,0)))-SUM(IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_1,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_2,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_3,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_4,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_5,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_6,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_7,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_8,0)+IFNULL(PM_RPUSERPLANELINK_V_T_INTERNAL.PMPDCPPKTLOSSULQOS_9,0)+IFNULL(PM_RPUSERPLANELINK_V_T_EXTERNAL.PMPDCPPKTLOSSULQOS_9,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_1,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_2,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_3,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_4,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_5,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_6,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_7,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_8,0)+IFNULL(PM_S1ULINK_V_T.PMPDCPPKTTRANSUL5QI_9,0)));;;;PM_S1ULINK_V_T,PM_X2UTERMINATION_V,PM_RPUSERPLANELINK_V_T_INTERNAL,PM_RPUSERPLANELINK_V_T_EXTERNAL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;MOBILITY;UCELL;;IRAT_LEAKAGE;;;;;;percentage;;2;%;;0 to 100;;;;;yes;IRAT_LEAKAGE_NUM/RAB_SUCCESS_CS*100;;;;PM_INTRAT_HO_CELL,PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;MOBILITY;UCELL;;IRAT_LEAKAGE_NUM;;;;;;integer;;0;;;;;;;;no;SUM(PM_INTRAT_HO_CELL.IRATHO_SUCCOUTCS);;;;PM_INTRAT_HO_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;MOBILITY;UCELL;RAB_SUCCESS_CS;IRAT_LEAKAGE_DENOM;;RAB_SUCCESS_CS=IRAT_LEAKAGE_DENOM. ;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_ESTABCS_CELL.VS_RAB_SUCCESTABCS_CONV+PM_RAB_ESTABCS_CELL.VS_RAB_SUCCESTABCS_STR);;;;PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;AVAILABILITY;;;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(100-IFNULL((SUM(PM_ALGO_CELL.VS_CELL_UNAVAILTIME_SYS+PM_ALGO_CELL.VS_CELL_UNAVAILTIME))*100/(86400*COUNT(1)),0),2);;;;PM_ALGO_CELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;;UCELL;;AVAILABILITY_CELL;;;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(100-(100*SUM(PM_UTRANCELL.PMCELLDOWNTIMEAUTO+PM_UTRANCELL.PMCELLDOWNTIMEMAN)/(24*3600*COUNT(1))),2);;;;PM_UTRANCELL;;;
WIRELESS;MEX;ERICSSON;RAN_3G;PM;;UCELL;;AVAILABILITY_CELL_ROP;;;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(100-(100*SUM(PM_UTRANCELL.PMCELLDOWNTIMEAUTO+PM_UTRANCELL.PMCELLDOWNTIMEMAN)/(15*60*COUNT(1))),2);;;;PM_UTRANCELL;;;
WIRELESS;MEX;NOKIA;RAN_3G;PM;;UCELL;;AVAILABILITY_CELL;;;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL(100*SUM(IFNULL(PM_CELL_RESOURCE.AVAIL_WCELL_IN_WO_STATE,0))/SUM(IFNULL(PM_CELL_RESOURCE.AVAIL_WCELL_EXISTS_IN_RNW_DB,0)-IFNULL(PM_CELL_RESOURCE.AVAIL_WCELL_BLOCKED_BY_USER,0)),0),2);;;;PM_CELL_RESOURCE;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;HSUPA_THROUGHPUT_Mbps;;;;;;float;;2;;;;;;;;no;IFNULL(ROUND(AVG(PM_HSUPA_CELL.VS_HSUPA_MEANCHTHROUGHPUT)/1024,2),0);;;;PM_HSUPA_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;HSUPA_THROUGHPUT;;;;;;float;;2;;;;;;;;no;IFNULL(AVG(PM_HSUPA_CELL.VS_HSUPA_MEANCHTHROUGHPUT),0);;;;PM_HSUPA_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;HSUPA_RAB_SETUP_SUCCESS_RATE;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(SUM(PM_HSUPA_CELL.VS_HSUPA_RAB_SUCCESTAB)/SUM(PM_HSUPA_CELL.VS_HSUPA_RAB_ATTESTAB)*100,2),0);;;;PM_HSUPA_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;ISDR;;;;;;percentage;;2;%;;0 to 100;;;;;yes;ISDR_NUM/RAB_ATT_CS*100;;;;PM_INTRAT_HO_CELL,PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;ISDR_NUM;;;;;;integer;;0;;;;;;;;no;SUM(PM_INTRAT_HO_CELL.VS_IRATHO_SUCCOUTCS_DR);;;;PM_INTRAT_HO_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;ISDR_DENOM;;ISDR_DENOM=RAB_ATT_CS;;;;integer;;0;;;;;;;;no;SUM(PM_RAB_ESTABCS_CELL.VS_RAB_ATTESTABCS_CONV+PM_RAB_ESTABCS_CELL.VS_RAB_ATTESTABCS_STR);;;;PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;CSFB_ACCESSIBILITY_RAB;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(sum(PM_RAB_ESTABCS_CELL.VS_RAB_SUCCESTABCS_CSFB_REDIR)/sum(PM_RAB_ESTABCS_CELL.VS_RAB_ATTESTABCS_CSFB_REDIR)*100,2),0);;;;PM_RAB_ESTABCS_CELL;;;
WIRELESS;MEX;HUAWEI;RAN_3G;PM;;UCELL;;CSFB_ACCESSIBILITY_RRC;;;;;;percentage;;2;%;;0 to 100;;;;;no;IFNULL(ROUND(sum(PM_RRC_SETUP_CELL.VS_RRC_SUCCCONNESTAB_CSFB)/sum(PM_RRC_SETUP_CELL.VS_RRC_ATTCONNESTAB_CSFB)*100,2),0);;;;PM_RRC_SETUP_CELL;;;
